,ip,province,city,company
916,67.142.235.252,Nevada,Reno,Hughes Network Systems LLC-ON
917,199.116.118.132,California,San Jose,Total Server Solutions L.L.C.
918,199.116.118.166,California,San Jose,Total Server Solutions L.L.C.
919,173.127.47.45,Texas,Houston,Sprint Communications Inc.
920,173.149.159.126,Texas,Houston,Sprint Communications Inc.
921,172.58.67.210,Texas,Mission,T-Mobile USA Inc.
922,172.58.109.109,New Mexico,Albuquerque,T-Mobile USA Inc.
923,172.58.99.207,Texas,Houston,T-Mobile USA Inc.
924,184.203.236.132,Arizona,Phoenix,Sprint Communications Inc.
925,172.56.6.112,Oklahoma,Jay,T-Mobile USA Inc.
926,99.203.26.253,Texas,Houston,Sprint Communications Inc.
927,173.239.232.125,Texas,Plano,North American Cable Television and Internet LLC
928,69.12.94.123,Texas,Dallas,QuadraNet Inc
929,104.129.18.241,Georgia,Atlanta,QuadraNet Inc
930,155.94.250.100,Texas,Dallas,QuadraNet Inc
931,72.128.154.189,Texas,San Antonio,Cosential
932,173.239.232.67,Texas,Plano,North American Cable Television and Internet LLC
933,107.77.221.151,Texas,Corpus Christi,AT&T Mobility LLC
934,107.77.219.202,Texas,Houston,AT&T Mobility LLC
935,45.20.117.182,Texas,San Antonio,AT&T Corp.
936,173.239.232.33,Texas,Plano,North American Cable Television and Internet LLC
937,107.77.221.115,Texas,Corpus Christi,AT&T Mobility LLC
938,173.239.232.104,Texas,Plano,North American Cable Television and Internet LLC
939,70.123.215.59,Texas,San Antonio,Charter Communications Inc
940,173.239.232.77,Texas,Plano,North American Cable Television and Internet LLC
941,173.239.232.164,Texas,Plano,North American Cable Television and Internet LLC
942,173.239.232.160,Texas,Plano,North American Cable Television and Internet LLC
943,107.77.217.54,Texas,Houston,AT&T Mobility LLC
944,70.120.49.220,Texas,San Antonio,Charter Communications Inc
945,45.56.151.79,New York,New York City,VPN Consumer Network
946,45.56.151.93,New York,New York City,VPN Consumer Network
947,107.77.218.110,Texas,San Antonio,AT&T Mobility LLC
948,45.56.151.99,New York,New York City,VPN Consumer Network
949,173.239.232.114,Texas,Plano,North American Cable Television and Internet LLC
950,173.239.232.51,Texas,Plano,North American Cable Television and Internet LLC
951,45.56.151.117,New York,New York City,VPN Consumer Network
952,173.239.232.115,Texas,Plano,North American Cable Television and Internet LLC
953,173.239.232.56,Texas,Plano,North American Cable Television and Internet LLC
954,172.56.7.199,Texas,Waxahachie,T-Mobile USA Inc.
955,70.94.144.103,Texas,Grand Prairie,Charter Communications Inc
956,173.239.232.176,Texas,Plano,North American Cable Television and Internet LLC
957,173.239.232.48,Texas,Plano,North American Cable Television and Internet LLC
958,172.58.102.174,Florida,Clearwater,T-Mobile USA Inc.
959,172.58.99.70,Texas,Houston,T-Mobile USA Inc.
960,172.58.99.172,Texas,Houston,T-Mobile USA Inc.
961,173.239.232.91,Texas,Plano,North American Cable Television and Internet LLC
962,172.58.99.69,Texas,Houston,T-Mobile USA Inc.
963,173.239.232.31,Texas,Plano,North American Cable Television and Internet LLC
964,173.239.232.82,Texas,Plano,North American Cable Television and Internet LLC
965,45.56.151.44,New York,New York City,VPN Consumer Network
966,173.239.232.60,Texas,Plano,North American Cable Television and Internet LLC
967,99.132.130.214,Texas,San Antonio,AT&T Corp.
968,173.239.232.72,Texas,Plano,North American Cable Television and Internet LLC
969,45.56.151.121,New York,New York City,VPN Consumer Network
970,172.58.111.213,Texas,Austin,T-Mobile USA Inc.
971,172.56.7.23,Texas,Waxahachie,T-Mobile USA Inc.
972,172.58.99.241,Texas,Houston,T-Mobile USA Inc.
973,172.58.99.178,Texas,Houston,T-Mobile USA Inc.
974,208.54.86.224,Texas,Dallas,T-Mobile USA Inc.
975,172.56.7.25,Texas,Waxahachie,T-Mobile USA Inc.
976,172.58.99.67,Texas,Houston,T-Mobile USA Inc.
977,172.58.68.245,Kansas,Derby,T-Mobile USA Inc.
978,107.77.220.227,Texas,Houston,AT&T Mobility LLC
979,66.136.56.254,Texas,Plano,Wayland Baptist University
980,72.190.182.108,Texas,San Antonio,Charter Communications Inc
981,72.181.100.92,Texas,San Antonio,Charter Communications Inc
982,173.239.232.119,Texas,Plano,North American Cable Television and Internet LLC
983,107.77.220.203,Texas,Houston,AT&T Mobility LLC
984,96.46.160.20,Texas,Converse,Texas A&M University San Antonio
985,99.203.212.171,Texas,Houston,Sprint Communications Inc.
986,173.239.232.50,Texas,Plano,North American Cable Television and Internet LLC
987,107.77.169.4,Texas,Houston,AT&T Mobility LLC
988,173.239.232.10,Texas,Plano,North American Cable Television and Internet LLC
989,173.239.232.21,Texas,Plano,North American Cable Television and Internet LLC
990,131.44.121.129,Texas,Lake Jackson,Air Force Systems Networking
991,72.48.1.140,Texas,San Antonio,Grande Communications San Antonio Hub
992,173.239.232.137,Texas,Plano,North American Cable Television and Internet LLC
993,66.69.6.234,Texas,San Antonio,Charter Communications Inc
994,218.186.46.251,Singapore,Singapore,StarHub Cable Vision Ltd
995,172.56.7.113,Texas,Waxahachie,T-Mobile USA Inc.
996,174.255.136.80,Arkansas,El Dorado,Verizon Wireless
997,205.251.148.162,Texas,Spring,Network Transit Holdings LLC
998,205.251.148.154,Texas,Spring,Network Transit Holdings LLC
999,205.251.148.146,Texas,Spring,Network Transit Holdings LLC
1000,107.77.217.65,Texas,Houston,AT&T Mobility LLC
1001,70.123.162.206,Texas,San Antonio,Charter Communications Inc
1002,108.93.12.131,Texas,San Antonio,AT&T Corp.
1003,205.251.148.98,Texas,Spring,Network Transit Holdings LLC
1004,205.251.150.234,Texas,Spring,Network Transit Holdings LLC
1005,99.203.91.76,Texas,Houston,Sprint Communications Inc.
1006,199.116.115.137,Illinois,Chicago,Total Server Solutions L.L.C.
1007,45.56.151.110,New York,New York City,VPN Consumer Network
1008,45.56.151.8,New York,New York City,VPN Consumer Network
1009,107.77.220.86,Texas,Houston,AT&T Mobility LLC
1010,172.56.7.28,Texas,Waxahachie,T-Mobile USA Inc.
1011,199.116.115.142,Illinois,Chicago,Total Server Solutions L.L.C.
1012,99.203.90.248,Texas,Houston,Sprint Communications Inc.
1013,199.116.115.143,Illinois,Chicago,Total Server Solutions L.L.C.
1014,199.116.115.131,Illinois,Chicago,Total Server Solutions L.L.C.
1015,199.116.115.130,Illinois,Chicago,Total Server Solutions L.L.C.
1016,76.204.31.63,Texas,San Antonio,AT&T Corp.
1017,173.174.199.207,Texas,San Antonio,Charter Communications Inc
1018,24.160.149.87,Texas,San Antonio,Charter Communications Inc
1019,66.69.65.3,Texas,San Antonio,Charter Communications Inc
1020,107.77.173.9,Minnesota,Bigfork,AT&T Mobility LLC
1021,45.56.151.75,New York,New York City,VPN Consumer Network
1022,199.116.115.147,Illinois,Chicago,Total Server Solutions L.L.C.
1023,75.54.32.9,Texas,San Antonio,Alamo Community College District
1024,45.56.151.7,New York,New York City,VPN Consumer Network
1025,172.58.109.183,New Mexico,Albuquerque,T-Mobile USA Inc.
1026,199.193.220.106,Texas,San Antonio,Aethernet LLC
1027,107.242.113.6,Colorado,Greenwood Village,AT&T Mobility LLC
1028,72.181.124.244,Texas,San Antonio,Charter Communications Inc
1029,173.173.101.207,Texas,San Antonio,Charter Communications Inc
1030,173.174.253.193,Texas,San Antonio,Charter Communications Inc
1031,45.56.151.50,New York,New York City,VPN Consumer Network
1032,75.54.32.20,Texas,San Antonio,Alamo Community College District
1033,173.239.232.53,Texas,Plano,North American Cable Television and Internet LLC
1034,64.183.206.122,Texas,San Antonio,Charter Communications Inc
1035,75.54.32.19,Texas,San Antonio,Alamo Community College District
1036,66.69.60.109,Texas,San Antonio,Charter Communications Inc
1037,67.10.183.5,Texas,Leon Valley,Charter Communications Inc
1038,173.239.232.168,Texas,Plano,North American Cable Television and Internet LLC
1039,107.77.217.233,Texas,Houston,AT&T Mobility LLC
1040,24.243.8.81,Texas,San Antonio,Charter Communications Inc
1041,173.239.232.134,Texas,Plano,North American Cable Television and Internet LLC
1042,66.69.54.140,Texas,San Antonio,Charter Communications Inc
1043,173.174.233.67,Texas,San Antonio,Charter Communications Inc
1044,207.119.61.55,Texas,Corinth,CenturyLink Communications LLC
1045,24.160.9.56,Texas,Universal City,Charter Communications Inc
1046,173.239.232.122,Texas,Plano,North American Cable Television and Internet LLC
1047,173.174.217.236,Texas,San Antonio,Charter Communications Inc
1048,24.243.58.62,Texas,San Antonio,Charter Communications Inc
1049,173.239.232.145,Texas,Plano,North American Cable Television and Internet LLC
1050,50.84.194.42,Texas,San Antonio,Sweb Development
1051,173.239.232.107,Texas,Plano,North American Cable Television and Internet LLC
1052,96.8.139.196,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
1053,72.179.181.247,Texas,San Antonio,Charter Communications Inc
1054,24.243.40.41,Texas,Universal City,Charter Communications Inc
1055,67.11.239.2,Texas,San Antonio,Charter Communications Inc
1056,66.25.175.197,Texas,San Antonio,Charter Communications Inc
1057,173.239.232.54,Texas,Plano,North American Cable Television and Internet LLC
1058,54.172.8.62,Virginia,Ashburn,Amazon Technologies Inc.
1059,97.98.108.135,Texas,Corpus Christi,Charter Communications Inc
1060,67.11.215.97,Texas,San Antonio,Charter Communications Inc
1061,107.85.80.73,North Carolina,Mount Airy,AT&T Mobility LLC
1062,207.119.3.121,Texas,San Marcos,CenturyLink Communications LLC
1063,104.63.15.53,Texas,San Antonio,AT&T Corp.
1064,66.69.119.209,Texas,San Antonio,Charter Communications Inc
1065,173.239.232.66,Texas,Plano,North American Cable Television and Internet LLC
1066,172.56.6.54,Oklahoma,Jay,T-Mobile USA Inc.
1067,52.45.96.252,Virginia,Ashburn,Amazon Technologies Inc.
1068,172.56.7.144,Texas,Waxahachie,T-Mobile USA Inc.
1069,173.239.232.78,Texas,Plano,North American Cable Television and Internet LLC
1070,107.77.221.72,Texas,Corpus Christi,AT&T Mobility LLC
1071,173.239.232.71,Texas,Plano,North American Cable Television and Internet LLC
1072,12.131.8.218,Texas,San Antonio,Liquid Web Inc.
1073,107.77.218.35,Texas,San Antonio,AT&T Mobility LLC
1074,173.239.232.163,Texas,Plano,North American Cable Television and Internet LLC
1075,173.239.232.32,Texas,Plano,North American Cable Television and Internet LLC
1076,131.44.121.128,Texas,Lake Jackson,Air Force Systems Networking
1077,173.239.232.100,Texas,Plano,North American Cable Television and Internet LLC
1078,40.132.252.74,Texas,San Antonio,Windstream Communications LLC
1079,173.239.232.52,Texas,Plano,North American Cable Television and Internet LLC
1080,173.239.232.37,Texas,Plano,North American Cable Television and Internet LLC
1081,96.46.160.14,Texas,Converse,Texas A&M University San Antonio
1082,173.239.232.73,Texas,Plano,North American Cable Television and Internet LLC
1083,173.239.232.7,Texas,Plano,North American Cable Television and Internet LLC
1084,107.77.217.9,Texas,Houston,AT&T Mobility LLC
1085,165.91.12.128,Texas,College Station,Texas A&M University
1086,173.239.232.173,Texas,Plano,North American Cable Television and Internet LLC
1087,173.239.232.57,Texas,Plano,North American Cable Television and Internet LLC
1088,173.239.232.124,Texas,Plano,North American Cable Television and Internet LLC
1089,137.254.7.169,California,Belmont,Oracle Corporation
1090,172.58.70.175,Oklahoma,Oklahoma City,T-Mobile USA Inc.
1091,205.251.148.122,Texas,Spring,Network Transit Holdings LLC
1092,205.251.150.146,Texas,Spring,Network Transit Holdings LLC
1093,71.78.144.202,Texas,San Antonio,Charter Communications Inc
1094,107.77.220.47,Texas,Houston,AT&T Mobility LLC
1095,99.203.26.118,Texas,Houston,Sprint Communications Inc.
1096,173.174.132.234,Texas,Universal City,Charter Communications Inc
1097,207.119.2.249,Texas,San Marcos,CenturyLink Communications LLC
1098,73.76.225.232,Texas,Sugar Land,Comcast Cable Communications LLC
1099,73.115.127.168,Texas,Houston,Comcast Cable Communications LLC
1100,173.239.232.131,Texas,Plano,North American Cable Television and Internet LLC
1101,172.58.67.65,Texas,Mission,T-Mobile USA Inc.
1102,173.239.232.80,Texas,Plano,North American Cable Television and Internet LLC
1103,107.77.169.10,Texas,Houston,AT&T Mobility LLC
1104,173.239.232.171,Texas,Plano,North American Cable Television and Internet LLC
1105,173.239.232.34,Texas,Plano,North American Cable Television and Internet LLC
1106,104.58.135.163,Texas,San Antonio,AT&T Corp.
1107,72.177.229.125,Texas,San Antonio,Charter Communications Inc
1108,173.239.232.44,Texas,Plano,North American Cable Television and Internet LLC
1109,107.204.49.22,Texas,San Antonio,AT&T Corp.
1110,172.58.111.220,Texas,Austin,T-Mobile USA Inc.
1111,99.203.213.3,Texas,Houston,Sprint Communications Inc.
1112,173.126.107.20,Texas,Fort Worth,Sprint Communications Inc.
1113,173.239.232.148,Texas,Plano,North American Cable Television and Internet LLC
1114,108.220.102.149,Texas,San Antonio,AT&T Corp.
1115,172.58.99.200,Texas,Houston,T-Mobile USA Inc.
1116,192.171.117.214,Texas,San Antonio,Aethernet LLC
1117,173.239.232.154,Texas,Plano,North American Cable Television and Internet LLC
1118,107.77.221.33,Texas,Corpus Christi,AT&T Mobility LLC
1119,70.123.203.131,Texas,San Antonio,Charter Communications Inc
1120,66.69.48.118,Texas,San Antonio,Charter Communications Inc
1121,173.239.232.24,Texas,Plano,North American Cable Television and Internet LLC
1122,172.58.99.53,Texas,Houston,T-Mobile USA Inc.
1123,173.239.232.27,Texas,Plano,North American Cable Television and Internet LLC
1124,173.239.232.155,Texas,Plano,North American Cable Television and Internet LLC
1125,172.58.67.213,Texas,Mission,T-Mobile USA Inc.
1126,172.58.99.14,Texas,Houston,T-Mobile USA Inc.
1127,107.77.218.33,Texas,San Antonio,AT&T Mobility LLC
1128,208.54.86.135,Texas,Dallas,T-Mobile USA Inc.
1129,205.251.148.178,Texas,Spring,Network Transit Holdings LLC
1130,205.251.148.130,Texas,Spring,Network Transit Holdings LLC
1131,104.5.221.205,Texas,San Antonio,AT&T Corp.
1132,205.251.148.82,Texas,Spring,Network Transit Holdings LLC
1133,72.177.172.4,Texas,San Antonio,Charter Communications Inc
1134,162.249.35.10,Texas,Harlingen,Gigabit Communications
1135,24.26.252.42,Texas,San Antonio,Charter Communications Inc
1136,107.77.253.1,Alabama,Birmingham,AT&T Mobility LLC
1137,70.123.169.229,Texas,San Antonio,Charter Communications Inc
1138,173.239.232.108,Texas,Plano,North American Cable Television and Internet LLC
1139,173.239.232.79,Texas,Plano,North American Cable Television and Internet LLC
1140,172.58.109.232,New Mexico,Albuquerque,T-Mobile USA Inc.
1141,136.62.156.201,Texas,Austin,Google Fiber Inc.
1142,99.203.212.121,Texas,Houston,Sprint Communications Inc.
1143,50.84.78.82,Texas,San Antonio,Instructus Media Ltd.
1144,107.77.217.182,Texas,Houston,AT&T Mobility LLC
1145,173.239.232.127,Texas,Plano,North American Cable Television and Internet LLC
1146,173.239.232.62,Texas,Plano,North American Cable Television and Internet LLC
1147,24.26.232.177,Texas,San Antonio,Charter Communications Inc
1148,136.50.0.240,Texas,San Antonio,Google Fiber Inc.
1149,205.251.150.154,Texas,Spring,Network Transit Holdings LLC
1150,172.58.109.48,New Mexico,Albuquerque,T-Mobile USA Inc.
1151,173.239.232.123,Texas,Plano,North American Cable Television and Internet LLC
1152,173.239.232.93,Texas,Plano,North American Cable Television and Internet LLC
1153,99.203.90.253,Texas,Houston,Sprint Communications Inc.
1154,97.105.154.139,Texas,San Antonio,Starbucks
1155,107.77.196.213,Arkansas,Hope,AT&T Mobility LLC
1156,96.8.180.154,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
1157,184.203.172.25,Arizona,Phoenix,Sprint Communications Inc.
1158,172.56.6.250,Oklahoma,Jay,T-Mobile USA Inc.
1159,208.54.86.242,Texas,Dallas,T-Mobile USA Inc.
1160,173.239.232.166,Texas,Plano,North American Cable Television and Internet LLC
1161,173.239.232.23,Texas,Plano,North American Cable Television and Internet LLC
1162,173.239.232.16,Texas,Plano,North American Cable Television and Internet LLC
1163,104.176.91.161,Texas,Eagle Pass,Flor Torres
1164,110.78.138.179,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1165,173.239.232.64,Texas,Plano,North American Cable Television and Internet LLC
1166,173.239.232.74,Texas,Plano,North American Cable Television and Internet LLC
1167,159.192.243.186,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1168,172.58.99.99,Texas,Houston,T-Mobile USA Inc.
1169,107.77.220.154,Texas,Houston,AT&T Mobility LLC
1170,216.59.206.66,Texas,Richardson,Inter Trading
1171,207.119.48.226,Texas,Dallas,CenturyLink Communications LLC
1172,173.239.232.132,Texas,Plano,North American Cable Television and Internet LLC
1173,174.207.7.167,Texas,Georgetown,Verizon Wireless
1174,97.105.81.147,Texas,San Antonio,Starbucks
1175,174.207.17.95,Texas,Odessa,Verizon Wireless
1176,134.196.44.26,Phichit,Taphan Hin,True Internet Co. Ltd.
1177,70.120.28.81,Texas,San Antonio,Charter Communications Inc
1178,68.206.198.66,Texas,San Antonio,Charter Communications Inc
1179,73.166.86.204,Texas,Houston,Comcast Cable Communications LLC
1180,174.207.22.170,Texas,Harlingen,Verizon Wireless
1181,66.69.111.115,Texas,San Antonio,Charter Communications Inc
1182,174.207.5.245,Oklahoma,Guymon,Verizon Wireless
1183,173.239.232.70,Texas,Plano,North American Cable Television and Internet LLC
1184,173.239.232.87,Texas,Plano,North American Cable Television and Internet LLC
1185,174.207.18.173,New Mexico,Carlsbad,Verizon Wireless
1186,172.3.28.125,Texas,San Antonio,AT&T Corp.
1187,174.207.11.138,Texas,Cedar Park,Verizon Wireless
1188,136.50.28.52,Texas,San Antonio,Google Fiber Inc.
1189,107.77.217.13,Texas,Houston,AT&T Mobility LLC
1190,66.25.169.158,Texas,San Antonio,Charter Communications Inc
1191,45.31.212.143,Texas,San Antonio,AT&T Corp.
1192,24.26.251.39,Texas,San Antonio,Charter Communications Inc
1193,107.77.222.55,Texas,San Antonio,AT&T Mobility LLC
1194,64.250.7.235,Texas,San Antonio,Gvec.net Inc.
1195,172.58.99.105,Texas,Houston,T-Mobile USA Inc.
1196,108.218.193.28,Texas,San Antonio,AT&T Corp.
1197,72.191.32.140,Texas,Irving,Charter Communications Inc
1198,107.77.200.140,Oklahoma,Sapulpa,AT&T Mobility LLC
1199,216.3.131.238,California,Irvine,Verizon Communications Inc.
1200,107.77.173.2,Minnesota,Bigfork,AT&T Mobility LLC
1201,173.239.232.102,Texas,Plano,North American Cable Television and Internet LLC
1202,99.203.26.55,Texas,Houston,Sprint Communications Inc.
1203,131.44.121.130,Texas,Lake Jackson,Air Force Systems Networking
1204,70.94.165.250,Texas,San Antonio,Charter Communications Inc
1205,24.153.217.26,Texas,San Antonio,Charter Communications Inc
1206,72.181.106.34,Texas,San Antonio,Charter Communications Inc
1207,107.77.219.67,Texas,Houston,AT&T Mobility LLC
1208,69.232.100.94,Texas,San Antonio,AT&T Corp.
1209,172.58.102.206,Florida,Clearwater,T-Mobile USA Inc.
1210,172.58.99.225,Texas,Houston,T-Mobile USA Inc.
1211,208.54.86.153,Texas,Dallas,T-Mobile USA Inc.
1212,208.54.86.156,Texas,Dallas,T-Mobile USA Inc.
1213,173.174.207.225,Texas,San Antonio,Charter Communications Inc
1214,68.201.249.18,Texas,San Antonio,Charter Communications Inc
1215,107.77.221.80,Texas,Corpus Christi,AT&T Mobility LLC
1216,72.190.168.217,Texas,San Antonio,Charter Communications Inc
1217,107.77.221.96,Texas,Corpus Christi,AT&T Mobility LLC
1218,107.77.173.4,Minnesota,Bigfork,AT&T Mobility LLC
1219,66.69.37.238,Texas,San Antonio,Charter Communications Inc
1220,70.94.129.79,Texas,New Braunfels,Charter Communications Inc
1221,72.177.174.24,Texas,San Antonio,Charter Communications Inc
1222,99.98.36.168,Texas,San Antonio,AT&T Corp.
1223,65.36.106.75,Texas,San Antonio,Grande Communications San Antonio Hub
1224,173.173.104.14,Texas,San Antonio,Charter Communications Inc
1225,136.50.20.17,Texas,San Antonio,Google Fiber Inc.
1226,98.6.94.51,Texas,Plano,TWC Internal Spectrum
1227,136.50.13.79,Texas,San Antonio,Google Fiber Inc.
1228,70.121.136.246,Texas,San Antonio,Charter Communications Inc
1229,110.78.138.254,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1230,67.54.151.131,Texas,Conroe,Viasat Inc.
1231,45.17.26.192,Texas,San Antonio,AT&T Corp.
1232,99.43.106.116,Texas,San Antonio,AT&T Corp.
1233,72.190.225.242,Texas,San Antonio,Charter Communications Inc
1234,107.77.169.12,Texas,Houston,AT&T Mobility LLC
1235,107.77.221.188,Texas,Corpus Christi,AT&T Mobility LLC
1236,76.185.234.111,Texas,San Antonio,Charter Communications Inc
1237,24.28.137.129,Texas,San Antonio,Charter Communications Inc
1238,173.174.164.47,Texas,San Antonio,Charter Communications Inc
1239,24.28.154.138,Texas,Leon Valley,Charter Communications Inc
1240,99.203.155.134,Texas,Houston,Sprint Communications Inc.
1241,184.80.232.34,Texas,San Antonio,Windstream Communications LLC
1242,99.203.26.98,Texas,Houston,Sprint Communications Inc.
1243,172.58.70.169,Oklahoma,Oklahoma City,T-Mobile USA Inc.
1244,99.203.23.170,Texas,Fort Worth,Sprint Communications Inc.
1245,173.239.232.111,Texas,Plano,North American Cable Television and Internet LLC
1246,173.227.210.1,Florida,Ocoee,Seaworld Parks & Entertainment Inc.
1247,64.134.149.87,Texas,Austin,Wayport Inc.
1248,198.190.245.10,Texas,San Antonio,University Health System
1249,108.174.85.238,Texas,Kerrville,BEC Fiber
1250,148.59.234.86,Texas,Dallas,Micfo LLC.
1251,76.185.237.144,Texas,San Antonio,Charter Communications Inc
1252,24.26.235.139,Texas,San Antonio,Charter Communications Inc
1253,172.56.14.78,Texas,Houston,T-Mobile USA Inc.
1254,72.12.112.229,Texas,Ingram,Hill Country Telephone Cooperative Inc.
1255,66.69.37.121,Texas,San Antonio,Charter Communications Inc
1256,45.23.251.14,Texas,San Antonio,AT&T Corp.
1257,99.203.27.199,Texas,Houston,Sprint Communications Inc.
1258,45.248.77.171,Queensland,Brisbane,Host Universal Pty Ltd
1259,172.58.70.240,Oklahoma,Oklahoma City,T-Mobile USA Inc.
1260,75.15.245.2,Texas,San Antonio,AT&T Corp.
1261,172.58.67.18,Texas,Mission,T-Mobile USA Inc.
1262,173.174.211.231,Texas,San Antonio,Charter Communications Inc
1263,172.58.102.160,Florida,Clearwater,T-Mobile USA Inc.
1264,172.56.6.151,Oklahoma,Jay,T-Mobile USA Inc.
1265,24.243.35.7,Texas,Universal City,Charter Communications Inc
1266,99.203.26.115,Texas,Houston,Sprint Communications Inc.
1267,107.77.220.42,Texas,Houston,AT&T Mobility LLC
1268,24.242.143.6,Texas,Austin,Charter Communications Inc
1269,173.173.96.192,Texas,San Antonio,Charter Communications Inc
1270,206.109.5.95,Colorado,Englewood,Jab Wireless Inc.
1271,66.25.168.113,Texas,San Antonio,Charter Communications Inc
1272,172.56.6.240,Oklahoma,Jay,T-Mobile USA Inc.
1273,173.239.232.126,Texas,Plano,North American Cable Television and Internet LLC
1274,107.77.169.9,Texas,Houston,AT&T Mobility LLC
1275,99.203.26.220,Texas,Houston,Sprint Communications Inc.
1276,174.207.23.199,Texas,San Antonio,Verizon Wireless
1277,107.77.217.137,Texas,Houston,AT&T Mobility LLC
1278,110.77.182.112,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1279,104.48.213.50,Texas,San Antonio,AT&T Corp.
1280,173.239.232.39,Texas,Plano,North American Cable Television and Internet LLC
1281,110.77.182.87,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1282,24.243.20.39,Texas,San Antonio,Charter Communications Inc
1283,66.25.167.65,Texas,San Antonio,Charter Communications Inc
1284,73.219.222.176,Connecticut,Wallingford,Comcast Cable Communications LLC
1285,24.173.152.222,Florida,Davenport,Charter Communications Inc
1286,137.254.7.176,California,Belmont,Oracle Corporation
1287,104.191.12.108,Texas,San Antonio,AT&T Corp.
1288,99.203.90.176,Texas,Houston,Sprint Communications Inc.
1289,104.190.249.199,Texas,San Antonio,AT&T Corp.
1290,73.166.220.146,Texas,Houston,Comcast Cable Communications LLC
1291,76.185.135.35,Texas,San Antonio,Charter Communications Inc
1292,70.114.115.55,Texas,Allen,Charter Communications Inc
1293,162.239.219.93,Texas,Houston,AT&T Corp.
1294,97.105.40.214,Texas,San Antonio,Charter Communications Inc
1295,72.181.106.116,Texas,San Antonio,Charter Communications Inc
1296,159.192.242.43,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1297,108.200.112.192,Texas,San Antonio,AT&T Internet Services
1298,73.76.119.133,Texas,Houston,Comcast Cable Communications LLC
1299,174.207.16.1,Texas,Seminole,Verizon Wireless
1300,107.77.198.37,Colorado,Colorado Springs,AT&T Mobility LLC
1301,67.11.238.82,Texas,San Antonio,Charter Communications Inc
1302,173.175.31.196,Texas,Harker Heights,Charter Communications Inc
1303,108.199.117.106,Texas,San Antonio,AT&T Corp.
1304,69.236.100.33,Texas,San Antonio,AT&T Corp.
1305,72.177.237.78,Texas,San Antonio,Charter Communications Inc
1306,207.119.61.70,Texas,Corinth,CenturyLink Communications LLC
1307,107.77.222.90,Texas,San Antonio,AT&T Mobility LLC
1308,173.174.136.11,Texas,Universal City,Charter Communications Inc
1309,107.77.220.231,Texas,Houston,AT&T Mobility LLC
1310,159.192.201.107,Krung Thep Maha Nakhon,Bangkok,CAT Telecom Public Company Ltd
1311,108.199.117.96,Texas,San Antonio,AT&T Corp.
1312,75.54.32.79,Texas,San Antonio,Alamo Community College District
1313,107.77.221.10,Texas,Corpus Christi,AT&T Mobility LLC
1314,70.123.200.145,Texas,San Antonio,Charter Communications Inc
1315,97.105.90.179,Texas,Leon Valley,Starbucks
1316,174.207.0.29,Texas,Austin,Verizon Wireless
1317,172.58.109.44,New Mexico,Albuquerque,T-Mobile USA Inc.
1318,71.136.254.125,Texas,San Antonio,AT&T Corp.
1319,134.196.44.120,Phichit,Taphan Hin,True Internet Co. Ltd.
1320,12.219.109.178,Texas,Austin,Magento
1321,72.128.136.219,Texas,San Antonio,City Education Partners
1322,107.77.220.202,Texas,Houston,AT&T Mobility LLC
1323,96.27.161.213,Alabama,Montgomery,Wide Open West
1324,70.120.46.111,Texas,Copperas Cove,Charter Communications Inc
1325,134.196.45.35,Phichit,Phichit,True Internet Co. Ltd.
1326,172.58.111.204,Texas,Austin,T-Mobile USA Inc.
1327,72.178.117.75,Texas,San Antonio,Charter Communications Inc
1328,70.94.161.227,Texas,San Antonio,Charter Communications Inc
1329,72.181.113.238,Texas,San Antonio,Charter Communications Inc
1330,72.190.130.87,Texas,San Antonio,Charter Communications Inc
1331,107.77.219.27,Texas,Houston,AT&T Mobility LLC
1332,75.1.44.127,Texas,New Braunfels,AT&T Corp.
1333,107.77.169.6,Texas,Houston,AT&T Mobility LLC
1334,66.193.245.94,Texas,San Antonio,TW Telecom Holdings Inc.
1335,89.159.14.216,Ile-de-France,Gif-sur-Yvette,SFR SA
1336,72.177.230.241,Texas,San Antonio,Charter Communications Inc
1337,107.77.217.226,Texas,Houston,AT&T Mobility LLC
1338,70.121.207.245,Texas,San Antonio,Charter Communications Inc
1339,72.190.214.41,Texas,Seguin,Charter Communications Inc
1340,199.193.221.114,Texas,San Antonio,Commercial IT Solutions
1341,67.11.5.181,Texas,New Braunfels,Charter Communications Inc
1342,99.203.27.127,Texas,Houston,Sprint Communications Inc.
1343,99.203.26.13,Texas,Houston,Sprint Communications Inc.
1344,174.207.14.202,Georgia,Atlanta,Verizon Wireless
1345,173.173.121.126,Texas,San Antonio,Charter Communications Inc
1346,173.149.177.187,Texas,Houston,Sprint Communications Inc.
1347,107.77.217.125,Texas,Houston,AT&T Mobility LLC
1348,173.239.232.88,Texas,Plano,North American Cable Television and Internet LLC
